userid	newsid
1313137	100646087
9047492	100651469
4826024	100648645
6256321	100649646
9527744	100651410
7210776	100650220
235453	100646020
4855862	100649040
114635	100641375
3215869	100633200
244286	100646164
12791542	100658519
19993	100633200
7593435	100650220
9192359	100651469
968079	100646153
6077271	100649537
4518638	100648768
530211	100643605
519955	100637151
8678526	100650702
5953267	100649537
756999	100645697
11341894	100651182
3184578	100646872
2084399	100646087
2341988	100646317
980227	100646153
2486828	100646087
24860	100633200
12723593	100188812
1109864	100646087
2829590	100647344
2656818	100637136
4707894	100648768
1200388	100645940
5323588	100649260
1897723	100646058
1414290	100645940
7172988	100650220
6497805	100645359
4776338	100648768
4537738	100633200
1205714	100633200
947309	100646153
2519656	100646153
9454296	100651950
295105	100645338
512165	100645485
7498523	100646555
743888	100645448
3707884	100647825
3891858	100647825
57942	100633200
1578966	100646087
9033963	100651469
6942949	100651104
9596008	100587842
4047507	100647914
2736124	100646722
2976239	100646911
2817845	100646722
5135493	100649040
3589914	100647427
2764027	100646872
898346	100641434
8906	100644851
940179	100646722
8531610	100651469
4854045	100648768
3378054	100637136
1652031	100645169
3131914	100646872
11066366	100655519
5804464	100649537
615339	100634859
465609	100644772
1340928	100645962
3176444	100646872
8194746	100651469
12961457	100658543
312191	100644693
7594453	100651130
9498100	100647672
316562	100645428
1835745	100646087
3405604	100647537
1140699	100646147
1593274	100646087
2657703	100637151
12962816	100586036
273424	100637151
1023804	100646680
1481476	100646722
1323394	100646153
1088515	100646153
2479029	100646087
9543597	100651404
851548	100645451
11699786	100652966
2675537	100646722
2659454	100646872
5796186	100649537
7972812	100650824
2696830	100637151
1008426	100646087
8238264	100651469
5792746	100633200
6598085	100649537
8219127	100651469
2465852	100646680
10019090	100653403
4942672	100649260
11905806	100657261
1658848	100646087
5764235	100649537
495101	100645428
4531796	100648768
1648576	100646153
4382844	100648598
4859380	100648768
10522361	100651182
1289742	100637151
4230993	100648493
4757393	100648768
1011075	100646087
11016861	100654733
2667179	100646872
572069	100646087
12420251	100651182
711333	100645485
1018796	100646080
2859183	100646812
4565254	100648768
10902918	100651182
7343151	100650220
136069	100637151
10629387	100651182
48993	100633200
4484641	100648331
1627674	100646153
51346	100637151
78654	100644648
1622004	100646087
3206005	100647243
1061134	100637151
7757028	100650702
134889	100644648
12680209	100651182
12680755	100658358
4561009	100648768
3738506	100633200
2094878	100646087
509230	100645365
10629033	100654204
2715520	100633200
2863104	100646722
9011228	100626769
397177	100645474
5856483	100649537
5570571	100650220
4883083	100649040
861922	100646327
5870440	100649537
8420146	100647745
304688	100633200
5109502	100649040
8278492	100651469
1416627	100646087
8194108	100651469
11991471	100657261
3578361	100647710
5459408	100649260
5869914	100649646
2971813	100646722
2378885	100646680
9069908	100647672
4850432	100649040
5783761	100649040
1947858	100646153
7597546	100650830
4057360	100647710
4026819	100647914
5735512	100640893
5749954	100649537
4979168	100649040
4584125	100648768
12954255	100658561
11134234	100655728
4893243	100649040
1337960	100634859
508284	100645485
1329645	100646153
912411	100646058
1101430	100646153
154401	100645282
306829	100645448
4568868	100648768
7642128	100651130
3087427	100646872
204763	100645933
11407105	100656239
4263681	100640893
11344566	100653515
5423541	100649202
2864575	100642726
2709462	100646153
6517567	100649537
3396676	100647416
2424469	100646087
13023135	100658705
3818653	100647825
450516	100637151
1125364	100646722
1793283	100649202
513176	100637151
626742	100645485
1112493	100646450
3024446	100633200
4896997	100648768
2911653	100646751
9033203	100651469
9033201	100651469
1005704	100646153
1138148	100646087
3921154	100647825
2708846	100637136
2669224	100646153
12010308	100657261
2500754	100646087
10535203	100653351
1259812	100636362
1220975	100646722
4428748	100648598
1237583	100646680
8205657	100647712
7118056	100650220
5859286	100649646
6886111	100640893
8292793	100651469
9963628	100653403
5799983	100649503
1484212	100646680
54705	100586036
11903097	100657188
1135598	100633200
246070	100646790
9977454	100653403
3155393	100646872
3343777	100633200
5198768	100649260
1035079	100646087
9914086	100653403
9556849	100647745
4574967	100648768
4233403	100648735
495193	100637151
1551620	100646680
2710763	100646722
3392352	100637136
8244790	100651469
4519229	100648768
3039497	100646446
5857934	100649537
9386728	100651905
2897387	100646832
5567438	100650060
196517	100645322
161711	100646765
8614757	100651469
5109881	100648768
9324387	100651950
1780934	100646680
5314692	100648981
3466872	100647384
9882940	100652773
7817679	100644052
1887747	100646680
850555	100645485
11964131	100642684
4593573	100640893
9335706	100651950
4158943	100647914
7673161	100650824
2019592	100646153
3423514	100637136
7619930	100650931
9919550	100653403
9947272	100653403
1648147	100646153
11073456	100655367
5915557	100646112
1189550	100633200
9933351	100653403
2765003	100637151
5030142	100648768
8413278	100647915
5187446	100649202
2085935	100646087
4429510	100648735
4534852	100648768
1469346	100646153
4566627	100648768
957853	100645940
5749323	100400556
8419907	100651469
4514306	100648768
9671741	100652686
3286106	100646960
8234252	100651469
3708166	100646812
50287	100644648
288010	100645428
12464695	100657901
4899063	100633200
9299864	100651950
527780	100645428
5024243	100648402
822549	100646087
3792355	100633200
831507	100645485
7149846	100650220
1451776	100646722
1025958	100646153
1903263	100646087
1154359	100646153
4163996	100487394
1903269	100646153
457362	100645448
8862440	100650782
3732030	100633200
11135910	100651182
4923250	100648768
11070350	100655519
4917642	100649040
1383224	100646087
11340076	100651182
7866262	100648645
29895	100644648
248672	100637151
2679344	100646722
969459	100646087
119718	100644648
646773	100645485
9333702	100651950
472311	100645485
1333531	100634859
8214449	100651469
3379175	100633200
3938935	100647914
2274920	100646087
8512864	100651469
8189711	100651469
4554897	100648768
625277	100645485
32503	100633200
2675071	100646153
1827308	100646087
3455806	100647427
1283705	100644785
1070023	100646153
3627165	100647825
1195138	100637151
1959641	100646087
750010	100645359
8272510	100647712
5044122	100648593
5275624	100649260
256928	100634859
4900392	100633200
2065595	100646680
4343230	100648598
10064930	100653403
674450	100637151
4870249	100649064
5077475	100649040
7327737	100646555
8545373	100642618
581829	100645483
680197	100646114
4169595	100633200
9046455	100651469
3311596	100637151
1012024	100646153
12495035	100657261
52069	100637151
141965	100645309
3831292	100647825
1066296	100646087
9269924	100651950
7735501	100650220
2210077	100647407
12134559	100651182
2690207	100646872
980209	100646087
4590780	100648768
10433583	100653403
4946722	100649040
1155558	100646087
10684553	100654655
4915029	100648984
7783856	100644052
3693713	100647416
8208388	100651469
11722373	100652966
11692555	100651182
9043633	100651469
556196	100634859
5716051	100649889
41253	100634859
4845207	100649260
2341653	100646087
5765131	100649202
9021827	100651469
6269566	100649040
125560	100645047
169886	100645184
6076253	100649040
12955554	100657489
1536969	100646680
2929816	100646087
418305	100654050
753587	100645940
1076610	100646680
517468	100645962
9637373	100647672
1692036	100646087
1523658	100633200
2673611	100646153
833127	100645962
10906483	100651182
3711195	100633200
948542	100646164
36995	100643860
18873	100644648
12057621	100657261
9608131	100652418
3439851	100650811
3312766	100647416
3336341	100647190
653066	100645485
884920	100645962
3268277	100646087
363347	100280177
1888129	100646114
6009173	100649311
12793873	100658441
493632	100645495
6856433	100649040
2658692	100646722
7115042	100650220
4751116	100648735
10767705	100654204
7733591	100650702
4926838	100649260
78198	100637151
251977	100645448
2715003	100646153
2741139	100646872
8252526	100651469
8248968	100651469
1109151	100646087
4893715	100649202
11452034	100656239
1439808	100645940
4883998	100649260
6564313	100649537
3740818	100647915
2950351	100637136
10036524	100653403
8566827	100651469
3559213	100647825
9986653	100653403
324372	100645335
9025183	100651469
11463300	100651182
590861	100633200
4881226	100640893
8302650	100651469
4191509	100640893
5812932	100649040
1115698	100646153
1202172	100646722
4928133	100649040
1202177	100646722
4591559	100648768
8796659	100586036
2380627	100646446
1186072	100646153
9127369	100651913
1405575	100457709
1237642	100637151
5818085	100649537
8382927	100651469
1019792	100646153
7068176	100650220
1709341	100646680
3500361	100647710
1361531	100646153
2763843	100646722
1002682	100646153
9269322	100651950
7072074	100650220
5473123	100649202
2656588	100646153
11003818	100655195
132294	100644648
3334318	100647416
8246703	100651469
7323604	100650156
1100384	100646153
985436	100646087
5134480	100649260
6111180	100644052
11135616	100655420
8250476	100651469
35311	100645263
7143290	100650220
10012578	100653403
9907492	100653219
4499674	100640893
7687671	100642618
4410890	100648598
8309017	100646555
136044	100644648
61761	100622169
1007513	100646153
1157817	100646153
11124082	100655420
3218974	100646872
5956425	100649537
3772626	100647915
5989311	100649537
8367348	100651469
2592742	100646087
1348968	100646722
2965845	100637136
7567511	100650220
5828449	100649537
5988265	100649537
504628	100634859
4180442	100633200
777129	100645940
1943493	100646361
11933481	100657261
504620	100633200
10733794	100654204
3385982	100646872
2752731	100637136
7067913	100644052
3915009	100647914
1339978	100646711
3512840	100647710
1693971	100646087
11739912	100656714
957441	100646680
3755781	100642830
1193959	100646153
4516228	100648768
4217411	100640893
5747554	100649537
5747555	100649537
525860	100637151
8322759	100651130
4519024	100648768
74555	100637151
4747531	100648768
7624711	100576297
968999	100646463
10038458	100653403
11482069	100655860
7133972	100650220
11055862	100651182
4926225	100640893
10704115	100654434
7830261	100650702
991600	100646087
845768	100645428
5788069	100633200
5840181	100649537
5611961	100649040
3180028	100647087
302478	100645303
4869100	100648768
515041	100633200
8014699	100628133
12385546	100657261
4533355	100648768
660334	100646004
2926893	100646872
5802957	100633200
171016	100644648
6480730	100649202
545403	100645962
4227117	100633200
3202268	100646722
10678548	100654204
3778374	100647915
942781	100646153
1203820	100646153
8272162	100651469
200404	100645575
125508	100645131
4884672	100189004
1872289	100646680
6468635	100649537
9993795	100653403
3173857	100646722
3779356	100647915
1737334	100646153
3712907	100647915
845580	100646022
4756793	100648768
423053	100633200
1642218	100634859
5753301	100650010
2850053	100646872
1768530	100646680
605166	100634859
746921	100645485
79805	100637151
765469	100645962
8679579	100651469
3716573	100647407
6453719	100649040
57046	100644648
11129365	100655599
2634734	100647825
963319	100633200
8222652	100651469
7073312	100644067
8549415	100651469
2680398	100646722
452683	100645448
4164674	100640893
6454721	100649646
3429016	100633200
9452645	100651950
7066814	100650220
294710	100645335
4861598	100649260
2690013	100633200
3282135	100651913
4187099	100648568
3702117	100647825
3702116	100647416
2743197	100646712
341198	100645448
12783712	100658717
12972029	100628924
3375668	100646872
4208082	100633200
2961594	100637136
621417	100645485
1554924	100646680
369246	100645335
1125927	100646087
4866741	100649260
3398615	100647416
3327974	100637136
9287464	100647712
2013521	100646007
4081475	100649100
2124298	100646722
5104821	100649202
2664479	100646153
4505894	100648768
2724869	100633200
4988909	100649214
5944967	100648768
11344895	100656239
4445985	100648593
11398258	100656239
1240110	100646087
7402296	100646555
9053237	100651469
13091405	100426723
6082182	100649537
1243127	100646087
13022797	100658602
225680	100645495
7187729	100650220
8480783	100651469
4867291	100648768
4557344	100648691
2755715	100646722
525279	100645962
3223869	100646872
4944288	100649040
143162	100645310
3569512	100647416
10447857	100653834
5302723	100649202
283204	100637151
7152179	100650220
7129376	100650220
9631156	100429131
1561104	100646087
1564467	100646087
468915	100634859
171156	100646087
11360941	100656463
9970127	100653403
7764660	100644067
12961641	100658561
1513061	100646087
10435871	100653403
11390461	100656239
11897908	100657261
4173486	100640893
259828	100637151
1920687	100646087
3361879	100646872
593651	100645485
4514598	100640893
9316940	100647745
543588	100633200
6611103	100646555
1864568	100646153
5809441	100649537
10435309	100653403
1227256	100646680
9653338	100652686
1103718	100646087
2851486	100646722
377824	100644229
2157995	100646087
2699687	100636362
1060459	100646680
8244849	100651469
3886192	100647825
9086197	100651469
4227348	100633200
1510727	100646153
1041749	100646087
86369	100634859
1462456	100646087
13001854	100658441
11347978	100656239
5891522	100649040
2621563	100646087
4875335	100649260
7593745	100650220
8376916	100651469
3869066	100633200
8291398	100651469
3697219	100647915
2752051	100646153
10158934	100647712
11698469	100651182
2354500	100644655
3315964	100637136
969963	100646087
1106287	100646087
8227412	100651469
490294	100637151
2413150	100646087
1450995	100646153
3747966	100633200
10441225	100653403
3912581	100647825
181765	100645169
4027353	100647914
1157550	100646680
2146461	100646680
3452683	100633200
43981	100645169
1101517	100646153
4847480	100649260
1239115	100646087
933036	100644660
2414553	100646087
1442244	100646680
4525246	100648768
310428	100645169
2951241	100646609
3965259	100647825
3342146	100637136
10463527	100653403
3973689	100647825
353258	100645474
489765	100633200
4186786	100648582
8973251	100647672
1759680	100646722
3383875	100637136
10457808	100651317
644493	100645474
2689158	100633200
9951634	100653403
10457801	100653720
3448599	100637136
956524	100646087
5773368	100649040
6457350	100649646
201940	100637151
1130762	100646087
9495518	100647745
1548075	100646087
8431105	100647712
5783683	100649503
1149108	100633200
3316732	100647237
485041	100637151
1320130	100646153
4395240	100648593
11287804	100655565
3906771	100575893
3337909	100647416
1055931	100646087
9969132	100653403
1234967	100646153
4432191	100648593
2165035	100646153
187536	100634859
539019	100645485
1427041	100646637
1968724	100646680
11678822	100655938
2801822	100636362
3917609	100647235
8379048	100651469
7087749	100650220
247265	100646030
611498	100645485
4057256	100647914
1152001	100633200
26970	100645330
4792973	100645483
9278820	100647745
2909245	100633200
5778279	100649537
4619995	100648768
80978	100644821
3867162	100647825
1342773	100646149
1104902	100645962
1431421	100646722
1802558	100646087
11931997	100657261
2727185	100646722
4532016	100648768
1626	100645169
9908974	100653403
11898092	100651182
466015	100633200
1142735	100646087
3099458	100646712
7068822	100650220
7187072	100650220
3740871	100647915
9035307	100651469
341255	100645435
7274451	100650220
165695	100645322
1210944	100646087
2747846	100646722
1688884	100646087
8275419	100651469
3658990	100647416
3743257	100647825
3885948	100647825
3376498	100647825
695091	100637151
1696824	100646722
958354	100646153
11915833	100652966
12442785	100653955
3709114	100647915
2906773	100646087
10000852	100653403
2672543	100637151
10139953	100653403
1385189	100646087
1166248	100646722
1369828	100646153
1378759	100646087
4253	100645282
299634	100635560
5559498	100649064
12372091	100652966
950291	100646087
950293	100646153
7156848	100650220
908890	100644810
11402202	100656239
4234024	100637175
11696894	100652966
4539794	100648768
6106689	100649537
582982	100642684
3571853	100646872
4514535	100633200
188344	100645503
5824885	100649537
12957186	100658561
1208202	100646087
12514800	100651182
1137573	100646087
6577	100644648
9465289	100651850
12989529	100659065
12175932	100655316
8244862	100648948
4417869	100648593
9694058	100652682
5747392	100649537
8385578	100644067
7102473	100650220
9507206	100148357
5248284	100649040
1102855	100646087
4152736	100648402
1045897	100645962
511196	100645537
2335722	100646361
279993	100637151
3882481	100647825
1061821	100646087
3389973	100647190
88496	100645209
12964042	100658178
3291180	100646722
9071880	100651469
92861	100634859
92864	100633200
8220531	100651469
436447	100645485
11777264	100656591
687352	100645940
4169926	100633200
9638419	100646308
8290259	100651469
3867769	100647825
546956	100633200
5145435	100649040
546958	100646080
2903656	100646722
991626	100636362
1507833	100643650
5851828	100649537
2497356	100646680
10036107	100647672
5851820	100649503
4183841	100633200
25610	100645252
9486652	100647712
7281787	100649202
904165	100647237
7147044	100650220
26495	100633200
21110	100645209
4047950	100647825
3463309	100647710
8232848	100651469
3178563	100646872
5955863	100649503
5086625	100649202
4352112	100648593
1751841	100646680
6024530	100633200
4566295	100648796
488311	100634859
1431961	100646087
6678151	100649537
9452274	100651950
4949847	100648768
9452271	100651950
7568563	100644067
8263655	100651469
766372	100643974
1719285	100646087
1093974	100646087
556706	100645485
1954839	100646087
745198	100645485
116754	100645056
3913242	100647825
2827532	100646722
1577007	100646153
3740662	100647825
8222672	100651469
11071231	100655399
8189445	100652218
8321776	100651469
3503023	100647416
4228537	100648598
1859508	100646153
854295	100645483
11904923	100657261
1042514	100645366
569867	100637151
9604301	100652418
445475	100645962
6629791	100649646
5787824	100633200
2136982	100645940
1535575	100646087
753412	100646058
6053799	100640893
3876322	100647915
3308921	100637136
4894775	100640893
657754	100646153
668138	100645962
7269244	100650220
3396633	100646463
4864896	100640893
4244359	100648179
7644787	100650220
7644035	100650702
1439455	100646446
1782642	100646087
4894417	100649202
8199147	100651469
9489966	100647745
2728720	100633200
8038776	100650220
963599	100646087
8935613	100651469
927635	100644660
7618921	100650702
163372	100645322
3850661	100647915
7061646	100650220
1259854	100646153
78277	100637151
13062323	100628508
1207630	100646087
1473449	100646153
1592559	100646153
11368695	100655938
6242817	100649537
8204123	100651469
4183285	100648593
2632227	100648994
9924789	100647672
10981883	100655104
1915799	100646087
8405181	100651469
584059	100645702
1213984	100645940
4227045	100645428
3860727	100647915
5792132	100649537
3341964	100633200
4519348	100640893
7697678	100650220
4873227	100649064
4548816	100648768
1834994	100646087
9991739	100653403
8257147	100651469
4259568	100640893
9985392	100653403
12026384	100651182
2403525	100646087
5677327	100649040
4536923	100648768
4866496	100649260
6032087	100649646
1115713	100646087
7103714	100649202
5749188	100649537
4911613	100637175
8247002	100651469
3334122	100637136
6269471	100649202
4568003	100648768
1700687	100646087
1025910	100646087
8212784	100651469
5060970	100649040
2133018	100646087
4980572	100649364
6137081	100649202
5443742	100649202
4261080	100648357
12391861	100652966
494025	100645485
9020806	100651469
2682140	100633200
8560256	100651469
7371849	100650220
1044557	100646153
9084929	100651469
344047	100645366
7662155	100651046
1210660	100646087
1035505	100646087
9903119	100653403
2857092	100646722
9299794	100651950
3595480	100647710
977719	100636362
172683	100645310
5880330	100637175
4904654	100649202
221630	100645303
12034244	100651182
2660700	100646872
11703624	100652966
4865719	100649266
8202075	100651469
5126132	100648595
5755721	100644052
2936462	100646872
1304612	100646153
3119733	100646872
10944842	100653515
10725736	100654204
897125	100645962
5839702	100649537
8197885	100651469
4925836	100649040
154054	100645322
8213371	100651469
11341340	100653515
1106773	100646153
5711085	100649646
2299986	100646087
11934801	100657261
1036011	100646153
866408	100645485
4711115	100648768
6907882	100649537
4695096	100648735
1073261	100646680
8291626	100651469
1210407	100646087
9902246	100653403
3083271	100646087
1373329	100646153
3811520	100647915
4845190	100649040
451078	100645485
7222104	100644052
1169978	100646087
2817962	100646872
7846	100633200
9292663	100651950
3838621	100647915
9925995	100653403
11481534	100655938
604010	100645384
12100	100644648
2715701	100646153
2765181	100646153
2812303	100646872
2110573	100646087
52022	100644693
6320095	100649537
95683	100637151
53379	100645303
5786815	100648984
639981	100645940
3549910	100647416
3446185	100646463
6551842	100649503
4212621	100648593
2829358	100633200
2955457	100646695
8198037	100651469
11937572	100657261
3224827	100646872
3323866	100637136
4575934	100648735
9059049	100651469
2702100	100646872
10444419	100653403
3725518	100647980
4891827	100648892
3120071	100646722
5856036	100649537
2102376	100646680
4551329	100648768
1129968	100637151
1028766	100646087
1993175	100646087
701261	100637151
4576000	100648768
546485	100645485
5112831	100585318
5717634	100649537
8383378	100651469
7132298	100650630
2706956	100637136
10458096	100651182
8241770	100651469
2778778	100646722
4536551	100648768
4133250	100647825
12378465	100653515
3505539	100646872
716872	100633200
4018988	100647825
1169511	100646153
2960387	100646722
5117318	100649040
5701642	100656625
11072666	100654665
2781414	100646722
7116759	100650220
9560225	100647712
7654386	100644052
9482898	100647745
1367428	100646087
8531102	100651469
588912	100645962
3104624	100646722
1855362	100646680
7589918	100650702
7089343	100650220
3379834	100647416
1777458	100646153
288421	100634859
9310596	100651950
10633997	100654204
459161	100645495
147435	100641384
5454873	100649040
8335883	100651469
643659	100645962
11059316	100651182
509576	100646406
11942912	100652966
4535206	100648768
4511104	100648864
3381333	100647416
4045896	100647825
8258798	100649503
290754	100645428
9365939	100647672
729730	100645925
7702584	100650220
2776580	100637151
5272020	100649040
196324	100641384
12381428	100658012
5166950	100649202
3103628	100636362
3763310	100647915
8123554	100650824
7705100	100650174
23498	100634859
2753208	100646722
1580068	100646087
8331054	100647745
4966503	100648768
1265517	100646087
2184667	100646087
1075535	100646153
1325339	100646087
6194820	100649537
9970888	100653403
3705165	100647825
1469668	100646153
224129	100645026
10429521	100651182
3525628	100637136
42474	100644010
11013098	100655177
6006236	100649537
5538279	100649202
864576	100501664
172061	100645322
5250313	100649040
3431946	100647243
646051	100637151
1644782	100646087
6085140	100649537
10527757	100653840
7288485	100642786
2657322	100633200
2549274	100646680
6029234	100649503
3497575	100647416
8541359	100651469
3779842	100647915
1104315	100646087
968984	100646153
1088138	100646153
2915063	100637151
6067948	100649646
786150	100637151
1032010	100646171
11982874	100657261
2506409	100645962
9915816	100653403
9915817	100630872
2668945	100646722
1178310	100637151
558617	100645940
9954834	100653403
2663432	100633200
4936537	100649064
1092820	100646087
9900900	100653403
5743657	100649040
6582411	100637175
9956697	100653403
3245413	100646446
8237371	100651469
11809257	100656602
10702708	100654498
5745485	100649537
5760356	100650010
329741	100645428
806203	100645398
1494558	100646153
8830667	100651469
8283247	100651469
3596327	100647710
6372792	100628804
3325640	100646872
5130441	100649040
4659397	100648768
3379246	100647113
10050352	100652773
4298235	100648564
12482722	100657261
3007953	100647087
254264	100633200
5158620	100648768
9931552	100653403
4670239	100648768
9014055	100651913
17771	100576137
7086316	100650220
9274985	100647672
3438289	100647416
1609014	100646087
146064	100645322
4991553	100649040
1033729	100637151
1817760	100646153
1310733	100646087
2779367	100646872
5761214	100649040
11339833	100651182
11345670	100656239
3088204	100637136
1386089	100636362
3874654	100647915
12479732	100657261
11075829	100651182
451226	100645144
805408	100645711
2630454	100648031
9398130	100651950
8203443	100651469
975455	100646153
2780668	100646153
450051	100645485
8264927	100651469
3411333	100647825
9967763	100653362
3358321	100647243
9069657	100651469
2076130	100646087
2332488	100646087
911600	100645263
748874	100646087
1162176	100646153
8233498	100651469
3578588	100647416
7600286	100650702
10100709	100653403
1564797	100646680
49695	100644648
1910303	100646680
781070	100645485
7127229	100646555
12964809	100655749
4921301	100637175
7615242	100646555
4547371	100648768
3376025	100647710
4548831	100648768
4239234	100640893
7117365	100650220
202264	100639202
26726	100633200
12786279	100658519
5031537	100649202
7242454	100650220
24378	100645306
3905503	100647915
68254	100645258
1193512	100637151
47829	100644971
5677654	100649260
1797911	100646722
10620203	100652919
435600	100645485
338303	100645169
1108638	100646680
6222560	100649537
2847209	100646153
10474412	100647672
199804	100645268
9912632	100653403
8710119	100651469
5020009	100649122
533325	100645485
9903686	100653403
3967351	100635560
9464366	100651950
8303959	100651469
1106738	100646087
3694204	100633200
11907147	100657261
9881074	100655288
8254749	100651469
3822182	100633200
5740164	100649537
819658	100646087
1198670	100646087
819650	100634859
11930654	100657261
3401522	100637151
643356	100645485
486061	100645252
258118	100645428
11548514	100655816
3700601	100647915
8403283	100651469
160525	100651913
1611419	100646087
6380193	100649503
7591569	100650702
1963411	100646087
398471	100650060
7186385	100650220
795986	100650173
4900512	100648768
12977890	100658717
3749920	100648391
3357182	100647113
4852656	100637175
7106017	100650220
5758571	100649537
4972610	100649040
2601346	100646087
9663715	100652686
1474053	100646087
23808	100644648
4207076	100645322
4890868	100649040
8351305	100651469
10459397	100647672
722267	100645527
3165296	100646760
9020824	100651469
10928246	100652966
4570578	100648735
5013990	100649040
4847912	100649040
4882364	100649040
4043269	100647825
2210011	100646153
9749967	100652686
989394	100646153
616640	100637151
262679	100645379
3452397	100647416
9732671	100647712
1421488	100646087
3408127	100637151
5802448	100649537
1412359	100646087
11949982	100657261
3701893	100637151
4332080	100648598
9902221	100653403
2752090	100646153
2665326	100646722
201983	100645338
2185529	100634859
2191691	100646087
8940944	100655526
117363	100645169
2743092	100637151
3186844	100646712
3840645	100647825
458284	100633200
11352397	100656239
627665	100645483
4502326	100648768
890458	100645656
152880	100645278
2077567	100646087
9072095	100651469
9364	100633200
1135391	100646087
9596087	100653785
7783967	100650220
10456461	100650400
2284739	100646680
12396080	100658012
5825373	100649537
2472360	100647113
4891804	100648768
255030	100634859
5317768	100648768
4980	100644648
7617057	100650824
2334221	100645067
8254987	100650702
5744474	100649537
2926049	100646872
85727	100637151
967260	100646153
4523410	100648768
506779	100645485
5263808	100649202
9935685	100653403
10029292	100653403
2223093	100646153
13255	100646114
8394562	100651469
470753	100645448
126948	100645322
7089187	100644067
265403	100633200
5070534	100633200
4096757	100637136
12755997	100655584
2800085	100646087
1488029	100646153
2766709	100646872
3517932	100647416
5990223	100649537
3413259	100633200
11446187	100651182
3025093	100646153
36604	100479135
12962720	100657489
5850311	100649040
78758	100645322
1612278	100645940
1628464	100646147
4549517	100648768
4467827	100648385
1739060	100646087
4890048	100649040
5950955	100649917
2229696	100646153
2748668	100646722
8274054	100651469
11696856	100651182
2920386	100646722
10035788	100653403
5171501	100649202
1279236	100633200
8246738	100651469
9653318	100652686
12785082	100658441
5921220	100649503
2716989	100646722
1499660	100646087
132058	100367089
1545122	100646087
609803	100645962
534386	100641056
9277744	100651950
316125	100645428
7117984	100650220
9242423	100651913
3197717	100646812
4949665	100649040
4959316	100649040
9027335	100159750
7246034	100646555
1272820	100646722
91956	100645322
1773340	100646087
2734903	100646722
4055132	100648357
3655232	100647825
1070671	100645940
437831	100634859
4515025	100648768
12790733	100658441
11354287	100656239
6350066	100644851
3393037	100633200
4530105	100648768
4561737	100648768
2907643	100646872
4926796	100649040
9471722	100651950
7963281	100650702
1021958	100646087
838987	100647057
5842124	100649537
3662833	100647825
2751689	100646153
2677999	100633200
5365182	100649202
9912409	100647745
952302	100646153
4887461	100649040
350134	100645359
4995506	100649040
2213215	100646087
1689823	100646153
4501974	100633200
1094402	100646147
4239593	100648735
5711922	100649537
877614	100646058
30738	100634859
2983526	100646872
10007979	100652841
1316635	100646722
732357	100645962
1858367	100646153
8573621	100651469
968977	100646680
4673209	100648768
775701	100637151
4673757	100633200
2438449	100646080
1136812	100646680
2661711	100646722
12426471	100657721
2330781	100646680
1706098	100646153
281608	100637151
4218135	100633200
976125	100646680
12965844	100658561
4176281	100637175
1403786	100646153
5353217	100649040
3707129	100647915
8225911	100651469
9272138	100651950
8311896	100651469
5854365	100649537
1024679	100646087
1053791	100646153
62849	100645026
11961979	100657261
1929859	100646680
477081	100637151
601021	100637151
3846519	100647825
9660603	100647672
4151526	100647915
5366984	100649202
4913556	100649214
1096129	100646087
6703294	100649537
826848	100645962
1032293	100646087
3610738	100647670
990608	100634859
2663559	100637151
8203463	100651469
45765	100645322
12404163	100654161
1162374	100645962
557075	100645338
9072135	100651469
7089442	100650220
8264908	100651469
8268705	100647712
8268706	100651469
3460212	100647416
5833446	100649537
185346	100645056
4502614	100648768
5814958	100649537
10464978	100651182
3696080	100633200
6248212	100649537
11363135	100656239
70413	100634859
7668419	100650220
4784135	100648768
11901286	100657261
3457450	100637136
5683444	100649202
3875635	100647915
2655194	100637151
1390800	100646087
3723546	100640893
7634530	100650702
3393628	100633200
3696553	100647915
9009902	100651469
2695089	100646153
2851128	100637151
11498799	100656296
7574707	100644067
1313863	100646087
3322308	100647416
6517129	100648366
4844706	100648768
3518569	100647416
3358968	100637151
291099	100644693
4510406	100648768
8219518	100651469
3162286	100646872
5528499	100649202
3359562	100567996
3078350	100646905
3380432	100647416
2404247	100646680
8437754	100651469
993970	100646087
4564570	100648768
1989881	100645335
8224135	100651130
1153891	100645322
12104792	100652966
1067862	100637151
3248211	100646722
10430407	100653403
108259	100641384
2803955	100633200
1431834	100646153
1277984	100646087
2739002	100637151
9023644	100651913
3755793	100647825
590567	100637151
230037	100642714
5938298	100649503
585327	100645962
9099788	100647745
11490170	100655842
10016575	100652703
1337454	100646153
2668771	100647087
8844058	100651469
11455722	100651182
3861589	100646905
2696280	100646722
11191967	100655519
4916520	100649048
10494817	100647712
1461407	100646680
8772396	100651441
181521	100645169
3479510	100647710
7819648	100644052
8376600	100647712
3471767	100646872
4049615	100648225
3748239	100637151
183744	100650063
3330132	100651484
4628164	100648768
4555944	100648768
469143	100645485
3331668	100633200
8546351	100651469
8329470	100644052
541027	100637151
554929	100634859
4524866	100648768
7327958	100650133
2114287	100646087
1205321	100646087
450630	100634859
2811390	100633200
4501564	100648768
1248519	100633200
4536043	100648768
9751511	100652655
308411	100645448
1015387	100646087
2445650	100646680
4188309	100640893
1030621	100646680
4873592	100649040
1643731	100646153
1000723	100646680
13012441	100658561
3119770	100645711
4478493	100648593
13012113	100651182
3733347	100647825
248683	100633200
3112015	100646722
1991695	100646153
